Date,Open,High,Low,Close,Volume
2016-01-04,551.2,563.7,529.3,541.7,8468480
2016-01-05,546.3,546.3,521.4,532.3,7903767
2016-01-06,530.4,531.68,507.2,515.6,7891177
2016-01-07,501.0,509.6,492.9,505.8,10276785
2016-01-08,509.3,523.2,503.7,505.5,8160022
2016-01-11,505.4,519.5,503.8,506.6,7001689
2016-01-12,509.6,520.6,500.7,513.9,7698802
2016-01-13,517.6,524.0,512.9,516.3,5604113
2016-01-14,511.0,523.9,494.7,518.8,10800544
2016-01-15,513.5,518.8,493.8,496.3,9070942
2016-01-18,496.1,505.6,487.15,489.1,6782640
2016-01-19,500.0,503.9,486.95,491.0,8871995
2016-01-20,479.0,480.84,463.05,467.0,8616338
2016-01-21,466.8,482.1,455.5,479.25,8049064
2016-01-22,488.4,494.1,481.0,488.5,7618089
2016-01-25,493.95,494.05,474.6,478.15,6427102
2016-01-26,470.35,480.45,459.6,477.3,8809755
2016-01-27,477.0,480.8,463.65,471.35,8230740
2016-01-28,470.85,484.9,457.25,459.45,8731098
2016-01-29,468.45,471.0,459.65,471.0,11523754
2016-02-01,472.45,475.15,450.0,460.0,7313329
2016-02-02,457.85,457.85,425.8,432.7,10242793
2016-02-03,430.7,434.0,404.65,414.2,12994959
2016-02-04,424.7,445.75,420.7,437.45,16562516
2016-02-05,440.0,459.85,431.65,453.05,10001425
2016-02-08,464.3,469.9,426.94,427.0,10316474
2016-02-09,427.85,430.7,398.05,403.3,9863191
2016-02-10,406.2,413.65,396.3,407.4,12235017
2016-02-11,406.1,409.45,373.4,386.65,10328687
2016-02-12,394.0,429.0,393.35,429.0,11836004
2016-02-15,441.25,453.9,435.75,453.05,8254793
2016-02-16,453.1,454.55,417.88,428.85,10958592
2016-02-17,430.45,446.5,428.2,446.25,14270225
2016-02-18,447.7,451.4,419.3,421.8,9198336
2016-02-19,422.1,430.45,409.7,414.6,7970438
2016-02-22,424.6,439.35,418.1,436.3,8287913
2016-02-23,432.0,436.3,383.85,406.95,14751207
2016-02-24,406.95,406.95,378.5,389.1,15439834
2016-02-25,395.85,405.15,389.1,398.7,8929344
2016-02-26,393.0,433.1,391.45,430.0,13703681
2016-02-29,419.45,436.4,410.0,430.45,12374460
2016-03-01,430.65,439.0,425.65,431.95,7975026
2016-03-02,438.65,458.45,437.45,454.85,11238734
2016-03-03,455.0,489.0,452.0,469.95,10997290
2016-03-04,474.05,487.7,471.95,486.1,9974457
2016-03-07,477.05,489.1,464.25,481.75,10247986
2016-03-08,474.55,500.0,470.0,480.5,9191862
2016-03-09,477.0,484.95,464.0,469.5,8244120
2016-03-10,469.9,478.1,448.5,448.5,9943726
2016-03-11,459.0,475.37,448.57,467.8,8596549
2016-03-14,469.9,490.9,467.85,483.55,9323758
2016-03-15,478.6,481.45,461.2,464.0,9522763
2016-03-16,462.75,467.1,451.25,456.3,6960015
2016-03-17,465.1,467.45,441.0,459.05,10028725
2016-03-18,457.15,505.5,455.9,493.9,21606447
2016-03-21,488.7,505.0,486.6,488.55,8364635
2016-03-22,485.0,498.25,478.65,494.7,7998187
2016-03-23,491.6,496.55,474.95,477.6,9626336
2016-03-24,470.0,470.0,431.0,440.55,15390382
2016-03-29,444.5,449.9,430.85,439.45,9321283
2016-03-30,449.6,477.5,447.85,472.1,11113342
2016-03-31,469.55,479.85,458.7,472.55,10041386
2016-04-01,465.0,479.2,448.8,453.85,12035035
2016-04-04,451.05,456.45,445.55,452.05,6069689
2016-04-05,448.05,455.45,430.61,432.7,7609383
2016-04-06,435.85,440.7,427.15,433.65,8934751
2016-04-07,434.15,443.7,425.65,433.8,8028599
2016-04-08,435.05,448.4,435.05,443.55,5044884
2016-04-11,443.15,454.15,440.95,447.95,6536749
2016-04-12,456.5,475.6,453.65,470.7,12067390
2016-04-13,480.3,523.2,470.7,520.8,19294973
2016-04-14,517.7,523.0,500.3,516.6,13052150
2016-04-15,516.4,522.1,511.0,520.9,8574362
2016-04-18,505.3,529.4,498.6,523.0,11190404
2016-04-19,527.2,546.7,522.4,541.9,11202939
2016-04-20,535.9,567.8,533.0,559.0,13095417
2016-04-21,558.6,568.0,547.81,556.3,12663488
2016-04-22,550.2,559.0,547.16,556.2,12242897
2016-04-25,554.8,556.6,516.8,520.6,10816990
2016-04-26,521.0,598.0,511.9,571.4,19935714
2016-04-27,561.0,567.36,549.6,565.0,10208667
2016-04-28,556.2,573.5,547.5,570.6,8915295
2016-04-29,559.4,572.9,552.02,552.1,8933270
2016-05-03,552.9,553.9,520.3,520.3,10048792
2016-05-04,519.0,531.5,506.1,507.8,9852800
2016-05-05,513.1,518.0,503.9,507.0,6589109
2016-05-06,504.5,505.67,484.75,498.45,11544523
2016-05-09,506.1,507.5,476.75,477.35,10062830
2016-05-10,483.85,496.1,481.2,495.95,8060651
2016-05-11,497.1,501.8,480.95,497.3,6238976
2016-05-12,493.7,511.1,483.75,490.1,7299348
2016-05-13,486.35,509.9,483.9,506.5,8832506
2016-05-16,505.0,511.4,502.3,507.0,3978163
2016-05-17,511.0,522.0,504.4,517.7,6449814
2016-05-18,506.4,521.9,496.75,520.0,8689073
2016-05-19,518.3,539.1,510.5,511.8,9021542
2016-05-20,521.1,529.0,516.8,526.2,7715884
2016-05-23,523.5,529.9,516.2,524.5,4280967
2016-05-24,519.9,540.5,517.3,536.0,6317063
2016-05-25,542.3,558.7,536.8,554.6,6162090
2016-05-26,548.0,551.9,536.4,549.2,7586779
2016-05-27,547.0,551.0,539.43,542.8,4859826
2016-05-31,545.0,546.7,527.7,529.3,7792583
2016-06-01,530.4,531.8,515.3,522.3,6846857
2016-06-02,522.7,548.0,522.0,533.7,7383729
2016-06-03,537.8,544.6,524.3,527.2,6439858
2016-06-06,530.8,543.9,528.2,538.3,6145540
2016-06-07,542.0,550.82,537.9,539.6,6002679
2016-06-08,538.7,548.1,537.9,545.2,6144747
2016-06-09,545.5,549.4,533.9,535.4,4837994
2016-06-10,531.5,534.9,512.9,515.9,8052278
2016-06-13,506.9,515.41,499.05,500.9,8661481
2016-06-14,499.0,506.8,490.6,492.3,10474922
2016-06-15,502.1,518.0,494.2,505.0,10615440
2016-06-16,492.2,503.8,490.8,498.75,7465178
2016-06-17,505.2,529.34,501.1,526.2,12960032
2016-06-20,543.0,557.3,516.54,551.7,10599001
2016-06-21,547.5,559.6,542.9,554.9,9849369
2016-06-22,557.9,575.9,551.5,566.7,8568051
2016-06-23,569.9,580.2,559.0,578.2,11491833
2016-06-24,531.0,582.5,471.34,563.3,24194000
2016-06-27,558.3,565.5,518.7,528.0,17636720
2016-06-28,544.5,553.6,537.2,539.0,12150191
2016-06-29,552.5,557.3,530.2,557.3,12205319
2016-06-30,554.5,565.0,547.2,564.6,14439587
2016-07-01,573.4,589.3,561.6,581.6,8213349
2016-07-04,580.9,581.8,566.5,572.0,5939283
2016-07-05,567.1,579.0,557.0,560.2,7538541
2016-07-06,559.1,571.9,550.5,562.9,11023043
2016-07-07,568.5,580.2,565.7,571.3,7720863
2016-07-08,571.2,591.7,566.9,586.8,5752359
2016-07-11,592.6,596.4,569.0,592.4,6002252
2016-07-12,590.3,608.4,586.0,600.3,8908437
2016-07-13,606.9,613.0,593.3,599.0,9715864
2016-07-14,605.5,612.4,598.9,607.5,5992980
2016-07-15,602.5,608.8,591.8,599.9,9772838
2016-07-18,607.3,611.1,595.0,606.5,6204192
2016-07-19,602.5,604.7,592.9,601.8,5473613
2016-07-20,608.2,618.6,602.7,617.5,7547728
2016-07-21,615.3,623.2,611.7,616.0,6496595
2016-07-22,610.2,615.3,606.0,613.4,3423443
2016-07-25,613.5,621.6,607.5,614.9,5679865
2016-07-26,616.7,627.6,610.8,623.6,6064140
2016-07-27,625.4,634.4,620.9,630.1,4593049
2016-07-28,627.2,629.3,603.3,605.6,7229247
2016-07-29,606.9,610.5,600.0,604.6,7559209
2016-08-01,610.2,613.0,598.9,598.9,7077123
2016-08-02,603.0,603.0,578.1,589.6,8185534
2016-08-03,595.4,655.0,581.1,614.3,15978739
2016-08-04,616.9,651.2,611.54,646.0,11821462
2016-08-05,647.9,651.5,625.0,638.6,7940783
2016-08-08,646.5,658.3,640.9,649.4,5647121
2016-08-09,651.8,672.2,648.1,668.2,7601137
2016-08-10,661.7,669.3,654.0,660.9,7702910
2016-08-11,664.9,669.71,653.5,662.6,6475892
2016-08-12,660.6,664.8,655.4,656.5,4118023
2016-08-15,659.6,661.8,654.1,656.9,4264602
2016-08-16,651.9,660.7,650.0,653.1,5173538
2016-08-17,647.3,649.0,626.9,637.1,8422998
2016-08-18,642.0,644.1,630.1,635.3,5488667
2016-08-19,636.6,638.99,618.0,624.8,7095512
2016-08-22,625.7,633.4,616.6,621.0,5316875
2016-08-23,625.8,630.6,623.2,626.0,5807932
2016-08-24,622.6,628.62,620.2,624.2,5844348
2016-08-25,621.1,624.1,613.9,617.2,5399841
2016-08-26,618.7,626.1,617.0,622.9,3630717
2016-08-30,624.0,635.2,623.6,632.7,6267435
2016-08-31,636.0,648.8,634.3,642.0,7508967
2016-09-01,644.0,656.2,636.6,642.9,7788901
2016-09-02,646.3,665.3,638.8,661.4,7509961
2016-09-05,659.1,661.8,651.9,658.5,5547086
2016-09-06,652.0,653.0,637.2,639.0,6068261
2016-09-07,639.0,640.1,630.21,637.0,6120617
